synthetic_index,matched_real_index,p_duplicate,near_duplicate,exact_match,blocking_match,cae_levenshtein,cae_jaccard,cae_jaro_winkler,win_levenshtein,win_jaccard,win_jaro_winkler,value_ratio,cpv_match,country_match
19,,0.0,0,0,0,,,,,,,,,
20,8496.0,0.00042461432167328894,0,0,1,0.49056603773584906,0.0,0.6203588681849551,0.052631578947368474,0.0,0.37004830917874393,0.7774712472962017,1.0,1.0
21,2876.0,0.005115274805575609,0,0,1,0.23076923076923073,0.0,0.44325396825396823,1.0,1.0,1.0,0.012810253018863502,1.0,1.0
22,831.0,0.9181942343711853,1,0,1,0.03960396039603964,0.0,0.3670337003670337,1.0,1.0,1.0,0.9981999693361677,1.0,1.0
23,7742.0,0.0012397092068567872,0,0,1,0.4819277108433735,0.0,0.6714100064977258,0.20833333333333337,0.0,0.3680672268907563,0.7027894045143915,1.0,1.0
24,,0.0,0,0,0,,,,,,,,,
25,,0.0,0,0,0,,,,,,,,,
26,186.0,0.00029119482496753335,0,0,1,0.0357142857142857,0.0,0.35714285714285715,0.33333333333333337,0.0,0.5571095571095571,0.010109587948694506,1.0,1.0
27,,0.0,0,0,0,,,,,,,,,
28,,0.0,0,0,0,,,,,,,,,
29,9329.0,0.0017262978944927454,0,0,1,0.33333333333333337,0.0,0.5226851851851851,0.4651162790697675,0.0,0.6602116402116401,0.5070673187756234,1.0,1.0
30,1849.0,0.9181942343711853,1,0,1,0.21276595744680848,0.0,0.42784992784992787,1.0,1.0,1.0,1.0,1.0,1.0
31,,0.0,0,0,0,,,,,,,,,
32,494.0,0.005115274805575609,0,0,1,0.30508474576271183,0.0,0.497008547008547,1.0,1.0,1.0,0.11711045930415771,1.0,1.0
33,509.0,0.00029870678554289043,0,0,1,0.3846153846153846,0.0,0.525438596491228,0.2222222222222222,0.0,0.4256410256410256,0.18273218499192545,1.0,1.0
34,1346.0,0.005115274805575609,0,0,1,0.19718309859154926,0.0,0.398078529657477,1.0,1.0,1.0,2.0896319668557e-08,1.0,1.0
35,4734.0,0.005349151324480772,0,0,1,0.31746031746031744,0.0,0.5708994708994709,1.0,1.0,1.0,0.03334186390364682,1.0,1.0
36,6674.0,0.00029119482496753335,0,0,1,0.23684210526315785,0.0,0.49398050270143296,0.38095238095238093,0.0,0.5054155614500443,0.007984743801109556,1.0,1.0
37,3452.0,0.0010726782493293285,0,0,1,0.3939393939393939,0.0,0.6544448573434081,0.32258064516129037,0.0,0.4871794871794872,0.46322907130166086,1.0,1.0
38,5235.0,0.00717861857265234,0,0,1,0.308641975308642,0.0,0.6155649759903962,1.0,1.0,1.0,0.23894218767267722,1.0,1.0
39,,0.0,0,0,0,,,,,,,,,
40,,0.0,0,0,0,,,,,,,,,
41,4467.0,0.0003887474013026804,0,0,1,0.4122137404580153,0.0,0.6372571872571874,0.06779661016949157,0.0,0.37960784313725493,0.24445665447563902,1.0,1.0
42,4794.0,0.022250643000006676,0,0,1,0.4,0.0,0.6435574229691876,1.0,1.0,1.0,0.05621441016008035,1.0,1.0
43,,0.0,0,0,0,,,,,,,,,
44,9803.0,0.0008405015687458217,0,0,1,0.3003194888178914,0.0,0.5268393102855177,0.4337349397590361,0.0,0.6447185937751975,0.003997308615442327,1.0,1.0
45,1394.0,0.005115274805575609,0,0,1,0.11940298507462688,0.0,0.42447089947089944,1.0,1.0,1.0,0.010473241636699153,1.0,1.0
46,,0.0,0,0,0,,,,,,,,,
47,8470.0,0.0027485787868499756,0,0,1,0.2790697674418605,0.0,0.5275784157363105,0.625,0.16666666666666666,0.7797385620915033,0.11269141301908263,1.0,1.0
48,52.0,0.034987062215805054,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.17277125179790112,1.0,1.0
49,6212.0,0.0003073334810324013,0,0,1,0.35,0.0,0.5114404490169484,0.4,0.0,0.6188811188811189,0.01078630527227069,1.0,1.0
50,8522.0,0.0027485787868499756,0,0,1,0.20765027322404372,0.0,0.525413837482803,0.5714285714285714,0.0,0.7134502923976608,0.12251277056435354,1.0,1.0
51,5727.0,0.005115274805575609,0,0,1,0.1923076923076923,0.0,0.47841826789195213,1.0,1.0,1.0,0.00090969860850808,1.0,1.0
52,8323.0,0.005969837307929993,0,0,1,1.0,1.0,1.0,0.2941176470588235,0.0,0.47130647130647124,0.16684728848392472,1.0,1.0
53,8584.0,0.01159631833434105,0,0,1,0.39534883720930236,0.0,0.6186299081035923,1.0,1.0,1.0,0.11494796673434254,1.0,1.0
54,,0.0,0,0,0,,,,,,,,,
55,9412.0,0.012613113969564438,0,0,1,0.37777777777777777,0.1,0.6342129858705812,0.7142857142857143,0.25,0.8377525252525252,0.542554038206165,1.0,1.0
56,,0.0,0,0,0,,,,,,,,,
57,5940.0,0.00717861857265234,0,0,1,0.3316582914572864,0.05,0.6091542653909011,1.0,1.0,1.0,0.5191680867890107,1.0,1.0
58,,0.0,0,0,0,,,,,,,,,
59,6050.0,0.005115274805575609,0,0,1,0.2975206611570248,0.0,0.5410675381263617,1.0,1.0,1.0,0.01058885231249189,1.0,1.0
60,,0.0,0,0,0,,,,,,,,,
61,3256.0,0.005115274805575609,0,0,1,0.18181818181818177,0.0,0.4579365079365079,1.0,1.0,1.0,0.23581455302231988,1.0,1.0
62,5323.0,0.00029119482496753335,0,0,1,0.027118644067796627,0.0,0.4637223482315906,0.2153846153846154,0.0,0.48888888888888893,0.011929743188332884,1.0,1.0
63,2110.0,0.005115274805575609,0,0,1,0.2666666666666667,0.0,0.50383223334043,1.0,1.0,1.0,0.0017031302961330937,1.0,1.0
64,,0.0,0,0,0,,,,,,,,,
65,8271.0,0.0003673639439512044,0,0,1,0.3917525773195877,0.0,0.6081638667845564,0.47058823529411764,0.0,0.6112903225806452,0.26272186472887904,1.0,1.0
66,,0.0,0,0,0,,,,,,,,,
67,,0.0,0,0,0,,,,,,,,,
68,2914.0,0.005115274805575609,0,0,1,0.1777777777777778,0.0,0.4295954941116231,1.0,1.0,1.0,0.27761582000945195,1.0,1.0
69,1007.0,0.034987062215805054,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.3555863496575572e-08,1.0,1.0
70,,0.0,0,0,0,,,,,,,,,
71,,0.0,0,0,0,,,,,,,,,
72,,0.0,0,0,0,,,,,,,,,
73,5421.0,0.005349151324480772,0,0,1,0.24,0.0,0.5735102784283111,1.0,1.0,1.0,0.049176957705129226,1.0,1.0
74,9865.0,0.034987062215805054,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.3810018190925764,1.0,1.0
75,831.0,0.9181942343711853,1,0,1,0.20370370370370372,0.0,0.495521665456306,1.0,1.0,1.0,0.9900611745877477,1.0,1.0
76,5777.0,0.00029119482496753335,0,0,1,0.0,0.0,0.0,0.25,0.0,0.41592442645074224,6.461475343848622e-07,1.0,1.0
77,,0.0,0,0,0,,,,,,,,,
78,5940.0,0.00717861857265234,0,0,1,0.33628318584070793,0.0,0.6034164681705665,1.0,1.0,1.0,0.4313680515980747,1.0,1.0
79,3111.0,0.034987062215805054,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.025117008241309507,1.0,1.0
80,,0.0,0,0,0,,,,,,,,,
81,,0.0,0,0,0,,,,,,,,,
82,,0.0,0,0,0,,,,,,,,,
83,,0.0,0,0,0,,,,,,,,,
84,,0.0,0,0,0,,,,,,,,,
85,,0.0,0,0,0,,,,,,,,,
86,9547.0,0.005115274805575609,0,0,1,0.06423982869379019,0.0,0.5357213091726366,1.0,1.0,1.0,0.10041546693641633,1.0,1.0
87,2097.0,0.005115274805575609,0,0,1,0.2622950819672131,0.0,0.5244729344729345,1.0,1.0,1.0,0.2322567286399344,1.0,1.0
88,2910.0,0.0012397092068567872,0,0,1,0.4736842105263158,0.1111111111111111,0.6744051744051744,0.25,0.0,0.4257759784075574,0.009489383840667805,1.0,1.0
89,,0.0,0,0,0,,,,,,,,,
90,8329.0,0.00047412182902917266,0,0,1,0.3529411764705882,0.0,0.6044243338360985,0.5,0.16666666666666666,0.6334422657952069,0.7199490690867423,1.0,1.0
91,6193.0,0.005969837307929993,0,0,1,0.9322033898305084,0.75,0.9729885057471265,0.44999999999999996,0.0,0.6262626262626262,0.27569367372626064,1.0,1.0
92,2736.0,0.005115274805575609,0,0,1,0.2666666666666667,0.0,0.4324116743471582,1.0,1.0,1.0,0.21350919257455553,1.0,1.0
93,7600.0,0.005969837307929993,0,0,1,0.7272727272727273,0.3333333333333333,0.9046153846153846,0.18487394957983194,0.0,0.45059777102330295,0.057636187648327945,1.0,1.0
94,,0.0,0,0,0,,,,,,,,,
95,7014.0,0.0027485787868499756,0,0,1,0.21311475409836067,0.0,0.4992836816799137,0.6666666666666667,0.0,0.7695192307692307,0.6170229706304591,1.0,1.0
96,6027.0,0.005115274805575609,0,0,1,0.22580645161290325,0.0,0.48462648462648455,1.0,1.0,1.0,0.3390153212497687,1.0,1.0
97,6719.0,0.005969837307929993,0,0,1,0.4878048780487805,0.0,0.7422058823529412,0.29729729729729726,0.0,0.5193393748358287,0.03985797035477746,1.0,1.0
98,,0.0,0,0,0,,,,,,,,,
99,,0.0,0,0,0,,,,,,,,,
100,,0.0,0,0,0,,,,,,,,,
101,,0.0,0,0,0,,,,,,,,,
102,2908.0,0.005115274805575609,0,0,1,0.25339366515837103,0.05263157894736842,0.5276926725821753,1.0,1.0,1.0,0.12260941331837887,1.0,1.0
103,,0.0,0,0,0,,,,,,,,,
104,,0.0,0,0,0,,,,,,,,,
105,723.0,0.005115274805575609,0,0,1,0.17021276595744683,0.0,0.4531746031746032,1.0,1.0,1.0,0.49029905186588535,1.0,1.0
106,1278.0,0.005115274805575609,0,0,1,0.23809523809523814,0.0,0.38095238095238093,1.0,1.0,1.0,0.2431612887406831,1.0,1.0
107,,0.0,0,0,0,,,,,,,,,
108,9963.0,0.005115274805575609,0,0,1,0.09523809523809523,0.0,0.4047619047619047,1.0,1.0,1.0,0.14408327782938488,1.0,1.0
109,8438.0,0.005969837307929993,0,0,1,0.5357142857142857,0.0,0.6952991452991454,0.2222222222222222,0.0,0.45865927857453287,0.5579709106792718,1.0,1.0
110,,0.0,0,0,0,,,,,,,,,
111,,0.0,0,0,0,,,,,,,,,
112,8018.0,0.00035812650457955897,0,0,1,0.33333333333333337,0.0,0.5903714095203456,0.22580645161290325,0.0,0.47717890575033434,0.0572732224222484,1.0,1.0
113,,0.0,0,0,0,,,,,,,,,
114,5913.0,0.005115274805575609,0,0,1,0.16216216216216217,0.0,0.4224941724941725,1.0,1.0,1.0,0.11812464354041691,1.0,1.0
115,,0.0,0,0,0,,,,,,,,,
116,6066.0,0.005115274805575609,0,0,1,0.2716049382716049,0.0,0.5362745098039216,1.0,1.0,1.0,0.5097797332369585,1.0,1.0
117,8202.0,0.9980587363243103,1,0,1,0.3214285714285714,0.0,0.6020053048401964,1.0,1.0,1.0,0.8927311872783015,1.0,1.0
118,8285.0,0.0024654578883200884,0,0,1,0.22857142857142854,0.0,0.5236291486291487,0.7435897435897436,0.4,0.7145202908749706,0.050312503976084624,1.0,1.0
119,6691.0,0.005115274805575609,0,0,1,0.3090909090909091,0.0,0.5482827691845134,1.0,1.0,1.0,0.10896628360916139,1.0,1.0
120,,0.0,0,0,0,,,,,,,,,
121,,0.0,0,0,0,,,,,,,,,
122,,0.0,0,0,0,,,,,,,,,
123,7497.0,0.005115274805575609,0,0,1,0.2649572649572649,0.0,0.542280631100161,1.0,1.0,1.0,0.3208908502205942,1.0,1.0
124,96.0,0.9295438528060913,1,0,1,0.27586206896551724,0.0,0.5471861471861472,1.0,1.0,1.0,0.9257484327786717,1.0,1.0
125,8838.0,0.00029119482496753335,0,0,1,0.2857142857142857,0.0,0.521117608836907,0.47058823529411764,0.0,0.4142857142857143,0.6091820473349009,1.0,1.0
126,,0.0,0,0,0,,,,,,,,,
127,5839.0,0.005115274805575609,0,0,1,0.25531914893617025,0.0,0.47546897546897543,1.0,1.0,1.0,0.5340827377018348,1.0,1.0
128,,0.0,0,0,0,,,,,,,,,
129,,0.0,0,0,0,,,,,,,,,
130,,0.0,0,0,0,,,,,,,,,
131,,0.0,0,0,0,,,,,,,,,
132,,0.0,0,0,0,,,,,,,,,
133,,0.0,0,0,0,,,,,,,,,
134,8934.0,0.0027485787868499756,0,0,1,0.20080321285140568,0.0,0.5475057652627746,0.6,0.09090909090909091,0.6821219715956558,0.2825870114602068,1.0,1.0
135,8275.0,0.010887847281992435,0,0,1,0.3486238532110092,0.0,0.6166267345512629,1.0,1.0,1.0,0.8475066959238917,1.0,1.0
136,,0.0,0,0,0,,,,,,,,,
137,7999.0,0.005115274805575609,0,0,1,0.3015873015873016,0.0,0.5528079710144927,0.9655172413793104,1.0,0.9866666666666667,0.6912577024078921,1.0,1.0
138,,0.0,0,0,0,,,,,,,,,
139,,0.0,0,0,0,,,,,,,,,
140,3059.0,0.005115274805575609,0,0,1,0.26315789473684215,0.0,0.5615079365079364,1.0,1.0,1.0,0.033882762289044806,1.0,1.0
141,5846.0,0.0075934589840471745,0,0,1,0.34285714285714286,0.0,0.6343332398841229,1.0,1.0,1.0,7.836269476354917e-07,1.0,1.0
142,9034.0,0.00033416514634154737,0,0,1,0.3191489361702128,0.0,0.5543986807792606,0.5185185185185186,0.0,0.6302401302401303,0.2689209662900164,1.0,1.0
143,985.0,0.005115274805575609,0,0,1,0.24489795918367352,0.0,0.4238095238095238,1.0,1.0,1.0,2.0052135552436334e-08,1.0,1.0
144,2114.0,0.005115274805575609,0,0,1,0.28865979381443296,0.0,0.5477618288144604,1.0,1.0,1.0,0.015313538452817839,1.0,1.0
145,8439.0,0.0003779730759561062,0,0,1,0.36363636363636365,0.0,0.5990562678062679,0.4347826086956522,0.0,0.6104517704517705,0.26708309475842934,1.0,1.0
146,4803.0,0.022250643000006676,0,0,1,0.4269662921348315,0.0,0.6584961457755742,1.0,1.0,1.0,0.16466143749216738,1.0,1.0
147,8205.0,0.00029119482496753335,0,0,1,0.2692307692307693,0.0,0.5325693913929208,0.3076923076923077,0.0,0.5230769230769231,0.03407752521982102,1.0,1.0
148,9729.0,0.00029119482496753335,0,0,1,0.28,0.0,0.5506294471811713,0.31999999999999995,0.0,0.4935897435897436,0.14454569253125896,1.0,1.0
149,7958.0,0.0024654578883200884,0,0,1,0.2564102564102564,0.0,0.5558688387635756,0.717948717948718,0.5,0.7436125965537729,0.3139253246531207,1.0,1.0
150,8275.0,0.011927339248359203,0,0,1,0.36363636363636365,0.0,0.6102252529395679,1.0,1.0,1.0,0.38703759300862367,1.0,1.0
151,,0.0,0,0,0,,,,,,,,,
152,,0.0,0,0,0,,,,,,,,,
153,,0.0,0,0,0,,,,,,,,,
154,,0.0,0,0,0,,,,,,,,,
155,,0.0,0,0,0,,,,,,,,,
156,,0.0,0,0,0,,,,,,,,,
157,,0.0,0,0,0,,,,,,,,,
158,,0.0,0,0,0,,,,,,,,,
159,831.0,0.005115274805575609,0,0,1,0.053333333333333344,0.0,0.37191358024691357,1.0,1.0,1.0,0.6798471598685036,1.0,1.0
160,,0.0,0,0,0,,,,,,,,,
161,,0.0,0,0,0,,,,,,,,,
162,6410.0,0.00029119482496753335,0,0,1,0.27142857142857146,0.0,0.5668181818181818,0.32258064516129037,0.0,0.43162393162393164,0.025222163309786903,1.0,1.0
163,6422.0,0.005969837307929993,0,0,1,0.5542168674698795,0.0,0.8415629984051036,0.25,0.0,0.5056980056980057,0.47528934003209666,1.0,1.0
164,581.0,0.005115274805575609,0,0,1,0.32352941176470584,0.0,0.548310169362801,1.0,1.0,1.0,0.04245303022913683,1.0,1.0
165,8311.0,0.00717861857265234,0,0,1,0.34375,0.0,0.6141110351636668,1.0,1.0,1.0,0.3427858202996581,1.0,1.0
166,,0.0,0,0,0,,,,,,,,,
167,3219.0,0.005115274805575609,0,0,1,0.2777777777777778,0.0,0.5200216450216449,1.0,1.0,1.0,0.10828031622429919,1.0,1.0
168,,0.0,0,0,0,,,,,,,,,
169,8645.0,0.0012397092068567872,0,0,1,0.5277777777777778,0.0,0.6722222222222222,0.25806451612903225,0.0,0.43162393162393164,0.6657735937873006,1.0,1.0
170,8504.0,0.008510775864124298,0,0,1,0.37681159420289856,0.1111111111111111,0.5602093468966535,0.7407407407407407,0.3333333333333333,0.8333333333333334,0.5965492000687274,1.0,1.0
171,,0.0,0,0,0,,,,,,,,,
172,211.0,0.00029119482496753335,0,0,1,0.22857142857142854,0.0,0.4603174603174603,0.03883495145631066,0.0,0.36954992967651196,0.02383295912036892,1.0,1.0
173,8193.0,0.005115274805575609,0,0,1,0.2857142857142857,0.0,0.5498853450072962,1.0,1.0,1.0,0.11185672083239476,1.0,1.0
174,8161.0,0.9153033494949341,1,0,1,0.21052631578947367,0.0,0.49753517226099486,1.0,1.0,1.0,0.8700176116665224,1.0,1.0
175,4740.0,0.00717861857265234,0,0,1,0.30000000000000004,0.0,0.6175931642022127,1.0,1.0,1.0,0.17212756512736813,1.0,1.0
176,,0.0,0,0,0,,,,,,,,,
177,,0.0,0,0,0,,,,,,,,,
178,,0.0,0,0,0,,,,,,,,,
179,,0.0,0,0,0,,,,,,,,,
180,8424.0,0.05770323798060417,0,0,1,0.07954545454545459,0.0,0.39444444444444443,0.036363636363636376,0.0,0.3601364522417154,0.9089666951687614,1.0,1.0
181,,0.0,0,0,0,,,,,,,,,
182,4462.0,0.005115274805575609,0,0,1,0.11820330969267134,0.0,0.4703847816688283,1.0,1.0,1.0,0.022065806180845807,1.0,1.0
183,6212.0,0.00029119482496753335,0,0,1,0.05095541401273884,0.0,0.3760369917040664,0.23076923076923073,0.0,0.4871794871794872,0.010447324734465102,1.0,1.0
184,8437.0,0.0003779730759561062,0,0,1,0.37735849056603776,0.0,0.5995824255628177,0.2666666666666667,0.0,0.4937154348919055,0.2761322500369085,1.0,1.0
185,5231.0,0.9273160099983215,1,0,1,0.2558139534883721,0.0,0.4976608187134503,1.0,1.0,1.0,0.9106600170523237,1.0,1.0
186,7566.0,0.00029119482496753335,0,0,1,0.20833333333333337,0.0,0.36834733893557425,0.21621621621621623,0.0,0.46718559218559214,0.337082408943911,1.0,1.0
187,6446.0,0.005969837307929993,0,0,1,1.0,1.0,1.0,0.2272727272727273,0.0,0.49948304383788256,0.45980879124322455,1.0,1.0
188,,0.0,0,0,0,,,,,,,,,
189,,0.0,0,0,0,,,,,,,,,
190,,0.0,0,0,0,,,,,,,,,
191,7115.0,0.0003073334810324013,0,0,1,0.36734693877551017,0.0,0.5766666666666667,0.3157894736842105,0.0,0.6034615384615385,0.03285651333925232,1.0,1.0
192,,0.0,0,0,0,,,,,,,,,
193,7890.0,0.00044932871242053807,0,0,1,0.509090909090909,0.0,0.623431899641577,0.4137931034482759,0.0,0.5634157509157509,0.3348782364025198,1.0,1.0
194,,0.0,0,0,0,,,,,,,,,
195,8169.0,0.0003073334810324013,0,0,1,0.38095238095238093,0.0,0.4962962962962963,0.21875,0.0,0.4708396178984415,0.6479931228418305,1.0,1.0
196,8331.0,0.00029119482496753335,0,0,1,0.33333333333333337,0.0,0.4785714285714286,0.19444444444444442,0.0,0.40951139256224,0.1712408853948018,1.0,1.0
197,8876.0,0.00029119482496753335,0,0,1,0.17808219178082196,0.0,0.5328042328042328,0.4,0.0,0.543040293040293,0.06185069755726118,1.0,1.0
198,,0.0,0,0,0,,,,,,,,,
199,5950.0,0.005115274805575609,0,0,1,0.3076923076923077,0.0,0.49449484327091203,1.0,1.0,1.0,0.23559648068893047,1.0,1.0
200,,0.0,0,0,0,,,,,,,,,
201,9982.0,0.005115274805575609,0,0,1,0.052631578947368474,0.0,0.2833547833547833,1.0,1.0,1.0,0.7714492318310723,1.0,1.0
202,,0.0,0,0,0,,,,,,,,,
203,,0.0,0,0,0,,,,,,,,,
204,,0.0,0,0,0,,,,,,,,,
205,974.0,0.9181942343711853,1,0,1,0.2790697674418605,0.0,0.4376026272577997,1.0,1.0,1.0,1.0,1.0,1.0
206,,0.0,0,0,0,,,,,,,,,
207,,0.0,0,0,0,,,,,,,,,
208,5948.0,0.005115274805575609,0,0,1,0.21621621621621623,0.0,0.4849206349206349,1.0,1.0,1.0,0.31935595028452535,1.0,1.0
209,2718.0,0.9273160099983215,1,0,1,0.15555555555555556,0.0,0.47598162071846284,1.0,1.0,1.0,0.8993080508892813,1.0,1.0
210,8158.0,0.9988424181938171,1,0,1,1.0,1.0,1.0,0.32432432432432434,0.0,0.4968323586744639,0.8876688991149817,1.0,1.0
211,4732.0,0.005115274805575609,0,0,1,0.03389830508474578,0.0,0.35593869731800765,1.0,1.0,1.0,0.54814549295373,1.0,1.0
212,8155.0,0.011927339248359203,0,0,1,0.3829787234042553,0.0,0.6133228370070475,1.0,1.0,1.0,0.8459228150143057,1.0,1.0
213,,0.0,0,0,0,,,,,,,,,
214,6226.0,0.005115274805575609,0,0,1,0.2962962962962963,0.0,0.5044871794871795,1.0,1.0,1.0,0.0021243611702582614,1.0,1.0
215,,0.0,0,0,0,,,,,,,,,
216,,0.0,0,0,0,,,,,,,,,
217,4799.0,0.005349151324480772,0,0,1,0.2222222222222222,0.0,0.567547395133602,1.0,1.0,1.0,0.2895539199344435,1.0,1.0
218,,0.0,0,0,0,,,,,,,,,
219,8327.0,0.008120817132294178,0,0,1,0.34782608695652173,0.0,0.5705387205387206,1.0,1.0,1.0,0.024707852425941302,1.0,1.0
220,8158.0,0.005969837307929993,0,0,1,0.7863247863247863,0.6,0.9168841642228739,0.27586206896551724,0.0,0.5107744107744108,0.7908516121990576,1.0,1.0
221,521.0,0.00029119482496753335,0,0,1,0.3157894736842105,0.0,0.552676626206038,0.40909090909090906,0.0,0.5413105413105413,0.4992431938726708,1.0,1.0
222,9341.0,0.005969837307929993,0,0,1,1.0,1.0,1.0,0.25,0.0,0.5056980056980057,0.2071052915112433,1.0,1.0
223,,0.0,0,0,0,,,,,,,,,
224,4819.0,0.005115274805575609,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.006788834983477138,1.0,1.0
225,,0.0,0,0,0,,,,,,,,,
226,6373.0,0.011514551937580109,0,0,1,0.3522727272727273,0.058823529411764705,0.6342189620061259,1.0,1.0,1.0,0.5439981124213321,1.0,1.0
227,,0.0,0,0,0,,,,,,,,,
228,,0.0,0,0,0,,,,,,,,,
229,9702.0,0.008120817132294178,0,0,1,0.3614457831325302,0.0,0.5733693207377418,1.0,1.0,1.0,7.969651566833498e-09,1.0,1.0
230,4466.0,0.0003453771641943604,0,0,1,0.3098591549295775,0.0,0.5855477326065561,0.4137931034482759,0.0,0.5466165413533834,0.2287117974592264,1.0,1.0
231,,0.0,0,0,0,,,,,,,,,
232,,0.0,0,0,0,,,,,,,,,
233,9041.0,0.022878751158714294,0,0,1,0.38235294117647056,0.0,0.665833022271992,1.0,1.0,1.0,0.13480882931494464,1.0,1.0
234,,0.0,0,0,0,,,,,,,,,
235,8238.0,0.005115274805575609,0,0,1,0.2129629629629629,0.0,0.5385435146855904,1.0,1.0,1.0,0.06249163309680916,1.0,1.0
236,4966.0,0.005115274805575609,0,0,1,0.18181818181818177,0.0,0.46167247386759586,1.0,1.0,1.0,0.3942028680409294,1.0,1.0
237,1727.0,0.0003779730759561062,0,0,1,0.3448275862068966,0.0,0.6104863221884499,0.26086956521739135,0.0,0.5574203574203574,0.1280229583589837,1.0,1.0
238,540.0,0.008898509666323662,0,0,1,0.36585365853658536,0.0,0.579339750084431,1.0,1.0,1.0,0.30778662627254316,1.0,1.0
239,8428.0,0.005115274805575609,0,0,1,0.26315789473684215,0.0,0.4975468975468975,1.0,1.0,1.0,0.04175448571267431,1.0,1.0
240,9108.0,0.00033416514634154737,0,0,1,0.31746031746031744,0.0,0.5522600619195046,0.5,0.0,0.5026455026455027,0.07217362248023095,1.0,1.0
241,1335.0,0.005115274805575609,0,0,1,0.15841584158415845,0.0,0.44382716049382714,1.0,1.0,1.0,7.861851544657283e-09,1.0,1.0
242,,0.0,0,0,0,,,,,,,,,
243,8363.0,0.005115274805575609,0,0,1,0.24489795918367352,0.0,0.4238095238095238,1.0,1.0,1.0,0.4337429282493566,1.0,1.0
244,3293.0,0.0003673639439512044,0,0,1,0.4057971014492754,0.0,0.6122315592903829,0.3076923076923077,0.0,0.37606837606837606,0.34170634612544176,1.0,1.0
245,,0.0,0,0,0,,,,,,,,,
246,6050.0,0.00717861857265234,0,0,1,0.3285714285714286,0.0,0.6075280852298636,1.0,1.0,1.0,0.3116251531828569,1.0,1.0
247,7192.0,0.0003673639439512044,0,0,1,0.40336134453781514,0.0,0.6154684095860566,0.25,0.0,0.48133153396311296,0.5666605264842901,1.0,1.0
248,4292.0,0.00029119482496753335,0,0,1,0.32558139534883723,0.0,0.44273504273504277,0.27586206896551724,0.0,0.4323717948717949,0.24818800520054027,1.0,1.0
249,,0.0,0,0,0,,,,,,,,,
250,,0.0,0,0,0,,,,,,,,,
251,,0.0,0,0,0,,,,,,,,,
252,,0.0,0,0,0,,,,,,,,,
253,957.0,0.005115274805575609,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.5937485907737725,1.0,1.0
254,7039.0,0.010332739911973476,0,0,1,0.29166666666666663,0.0,0.6431457431457431,0.5454545454545454,0.0,0.6710784313725492,0.12515420370049224,1.0,1.0
255,83.0,0.005115274805575609,0,0,1,0.17391304347826086,0.0,0.4472943722943723,1.0,1.0,1.0,0.3818039455475522,1.0,1.0
256,5244.0,0.008510775864124298,0,0,1,0.3733333333333333,0.0,0.5336157271641143,1.0,1.0,1.0,0.29657799454911893,1.0,1.0
257,,0.0,0,0,0,,,,,,,,,
258,2910.0,0.005115274805575609,0,0,1,0.27586206896551724,0.0,0.5517517517517517,1.0,1.0,1.0,0.010959379881947654,1.0,1.0
