pair_id,type,perturbations,cpv_varied,cae_levenshtein,cae_jaccard,cae_jaro_winkler,win_levenshtein,win_jaccard,win_jaro_winkler,value_ratio,cpv_match,country_match,label
non_1242,real_non_duplicate,none,0,0.30379746835443033,0.0,0.30379746835443033,0.21052631578947367,0.0,0.21052631578947367,0.9312841932749525,0,0,0
non_684,real_non_duplicate,none,0,0.2727272727272727,0.0,0.2727272727272727,0.24242424242424243,0.0,0.24242424242424243,0.8285424647784063,0,0,0
non_791,real_non_duplicate,none,0,0.2171428571428572,0.0,0.2171428571428572,0.3114754098360656,0.0,0.3114754098360656,0.4143322177775617,0,0,0
non_1931,real_non_duplicate,none,0,0.28828828828828834,0.0,0.28828828828828834,0.23529411764705888,0.0,0.23529411764705888,0.9472241269592871,0,0,0
non_1116,real_non_duplicate,none,0,0.2702702702702703,0.0,0.2702702702702703,0.2264150943396226,0.0,0.2264150943396226,0.7916081342730189,0,0,0
non_984,real_non_duplicate,none,0,0.03389830508474578,0.0,0.03389830508474578,0.039215686274509776,0.0,0.039215686274509776,0.3422563932522872,0,0,0
non_1536,real_non_duplicate,none,0,0.23300970873786409,0.0,0.23300970873786409,0.47619047619047616,0.0,0.47619047619047616,0.007141374906803637,0,0,0
dup_662,synthetic_duplicate,word_drop,0,0.7555555555555555,0.16666666666666666,0.7555555555555555,0.8760330578512396,0.21428571428571427,0.8760330578512396,0.9692435321424407,1,1,1
dup_1550,synthetic_duplicate,"encoding,case",0,1.0,1.0,1.0,0.8387096774193549,0.3333333333333333,0.8387096774193549,0.9615889332351264,1,1,1
dup_1638,synthetic_duplicate,encoding,1,1.0,1.0,1.0,0.9454545454545454,0.5,0.9454545454545454,0.8957248039991252,0,1,1
dup_1447,synthetic_duplicate,"case,word_drop",0,0.8157894736842105,0.25,0.8157894736842105,0.8529411764705882,0.25,0.8529411764705882,0.9453692068949688,1,1,1
dup_1698,synthetic_duplicate,word_order,0,1.0,1.0,1.0,0.9428571428571428,1.0,0.9428571428571428,0.8905498867464468,1,1,1
dup_1484,synthetic_duplicate,abbreviation,0,0.9873417721518988,0.5,0.9873417721518988,0.9552238805970149,0.16666666666666666,0.9552238805970149,0.8517275981494364,1,1,1
dup_492,synthetic_duplicate,"word_order,abbreviation",0,1.0,1.0,1.0,0.6538461538461539,0.2857142857142857,0.6538461538461539,0.9332143548943398,1,1,1
non_1748,real_non_duplicate,none,0,0.3063063063063063,0.0,0.3063063063063063,0.16326530612244894,0.0,0.16326530612244894,0.2952183646057867,0,0,0
dup_1765,synthetic_duplicate,"word_order,abbreviation,case",0,1.0,1.0,1.0,0.6875,0.3333333333333333,0.6875,0.8950145994081953,1,1,1
dup_941,synthetic_duplicate,"word_drop,abbreviation",1,0.5217391304347826,0.0,0.5217391304347826,0.5357142857142857,0.0,0.5357142857142857,0.9322165662061619,0,1,1
dup_1051,synthetic_duplicate,"word_drop,word_order",1,1.0,1.0,1.0,0.6774193548387097,0.42857142857142855,0.6774193548387097,0.8989487229553875,0,1,1
non_1879,real_non_duplicate,none,0,0.2954545454545454,0.0,0.2954545454545454,0.28025477707006374,0.0,0.28025477707006374,0.46605474476905095,0,0,0
non_1014,real_non_duplicate,none,0,0.29850746268656714,0.0,0.29850746268656714,0.2857142857142857,0.0,0.2857142857142857,0.031494055,0,0,0
non_485,real_non_duplicate,none,0,0.4521739130434783,0.15384615384615385,0.4521739130434783,0.3157894736842105,0.0,0.3157894736842105,0.6812376558104497,0,1,0
non_1455,real_non_duplicate,none,0,0.136,0.0,0.136,0.2816901408450704,0.0,0.2816901408450704,0.00274848841247076,0,0,0
dup_1707,synthetic_duplicate,abbreviation,0,1.0,1.0,1.0,0.9032258064516129,0.3333333333333333,0.9032258064516129,0.9594646392343188,1,1,1
non_755,real_non_duplicate,none,0,0.2872340425531915,0.0,0.2872340425531915,0.26086956521739135,0.0,0.26086956521739135,0.011563526908229836,0,1,0
non_1269,real_non_duplicate,none,0,0.3013698630136986,0.0,0.3013698630136986,0.2195121951219512,0.0,0.2195121951219512,0.2309164274542433,0,0,0
non_1991,real_non_duplicate,none,0,0.31999999999999995,0.0,0.31999999999999995,0.2564102564102564,0.0,0.2564102564102564,0.06392856923318178,0,0,0
dup_1524,synthetic_duplicate,"case,word_drop,word_order",0,1.0,1.0,1.0,0.6764705882352942,0.125,0.6764705882352942,0.8804262485347648,1,1,1
dup_170,synthetic_duplicate,"abbreviation,word_order",0,0.7912087912087912,0.375,0.7912087912087912,0.65,1.0,0.65,0.9494247975136738,1,1,1
dup_1396,synthetic_duplicate,abbreviation,0,1.0,1.0,1.0,0.8571428571428572,0.3333333333333333,0.8571428571428572,0.9101955474254102,1,1,1
dup_1906,synthetic_duplicate,"word_drop,encoding",0,1.0,1.0,1.0,0.4347826086956522,0.0,0.4347826086956522,0.9107441680495711,1,1,1
dup_611,synthetic_duplicate,"encoding,case",0,1.0,1.0,1.0,0.9514563106796117,0.3333333333333333,0.9514563106796117,0.9175800934561862,1,1,1
dup_1096,synthetic_duplicate,"case,word_drop",0,1.0,1.0,1.0,0.7058823529411764,0.16666666666666666,0.7058823529411764,0.9029584096016523,1,1,1
non_561,real_non_duplicate,none,0,0.32727272727272727,0.0,0.32727272727272727,0.2222222222222222,0.0,0.2222222222222222,0.8495584568508474,0,0,0
dup_1868,synthetic_duplicate,word_order,0,0.7666666666666666,1.0,0.7666666666666666,0.8080808080808081,0.16666666666666666,0.8080808080808081,0.8994444447188311,1,1,1
dup_1768,synthetic_duplicate,"encoding,case",0,0.8571428571428572,0.14285714285714285,0.8571428571428572,0.8648648648648649,0.3333333333333333,0.8648648648648649,0.9928054388106299,1,1,1
dup_1631,synthetic_duplicate,word_order,0,1.0,1.0,1.0,0.92,0.3125,0.92,0.928635306562396,1,1,1
non_1306,real_non_duplicate,none,0,0.578512396694215,0.21428571428571427,0.578512396694215,0.43243243243243246,0.0,0.43243243243243246,0.044154989183781405,0,1,0
non_293,real_non_duplicate,none,0,0.25396825396825395,0.0,0.25396825396825395,0.24761904761904763,0.0,0.24761904761904763,0.0175130438468769,0,0,0
dup_1333,synthetic_duplicate,"abbreviation,word_order,case",0,1.0,1.0,1.0,0.7435897435897436,0.3333333333333333,0.7435897435897436,0.9185364223993896,1,1,1
dup_150,synthetic_duplicate,case,0,1.0,1.0,1.0,0.9027777777777778,0.2,0.9027777777777778,0.8908846559886134,1,1,1
non_1081,real_non_duplicate,none,0,0.3697478991596639,0.0,0.3697478991596639,0.326530612244898,0.0,0.326530612244898,0.05996316636528106,0,1,0
dup_121,synthetic_duplicate,word_drop,0,0.88,0.0,0.88,0.3529411764705882,0.0,0.3529411764705882,0.8937929201219453,1,1,1
non_1944,real_non_duplicate,none,0,0.1694915254237288,0.0,0.1694915254237288,0.29268292682926833,0.0,0.29268292682926833,4.096513866699439e-07,0,0,0
dup_835,synthetic_duplicate,encoding,0,1.0,1.0,1.0,0.896969696969697,0.09090909090909091,0.896969696969697,0.9756776348513643,1,1,1
non_452,real_non_duplicate,none,0,0.2549019607843137,0.0,0.2549019607843137,0.19512195121951215,0.0,0.19512195121951215,0.024639050085175085,0,0,0
non_1042,real_non_duplicate,none,0,0.3421052631578947,0.0,0.3421052631578947,0.36363636363636365,0.0,0.36363636363636365,0.5683048880421971,0,1,0
non_1378,real_non_duplicate,none,0,0.3918918918918919,0.1111111111111111,0.3918918918918919,0.16326530612244894,0.0,0.16326530612244894,0.2624545403761757,0,1,0
dup_42,synthetic_duplicate,"abbreviation,word_drop",0,0.6666666666666667,0.0,0.6666666666666667,0.625,0.6666666666666666,0.625,0.8603165563345655,1,1,1
dup_1666,synthetic_duplicate,word_order,0,1.0,1.0,1.0,0.6470588235294117,1.0,0.6470588235294117,0.9046274056575248,1,1,1
dup_1766,synthetic_duplicate,"word_order,case",0,0.7716535433070866,0.6666666666666666,0.7716535433070866,0.7954545454545454,0.7142857142857143,0.7954545454545454,0.947402778067018,1,1,1
non_1527,real_non_duplicate,none,0,0.22784810126582278,0.0,0.22784810126582278,0.1724137931034483,0.0,0.1724137931034483,0.3557669643906527,0,0,0
non_179,real_non_duplicate,none,0,0.32727272727272727,0.0,0.32727272727272727,0.1428571428571429,0.0,0.1428571428571429,0.4010913043478261,0,0,0
dup_138,synthetic_duplicate,"word_drop,word_order",0,0.6799999999999999,0.15384615384615385,0.6799999999999999,0.675,0.0,0.675,0.9590888807137882,1,1,1
dup_5,synthetic_duplicate,"encoding,word_order",0,0.8372093023255813,0.5714285714285714,0.8372093023255813,0.9107142857142857,0.45454545454545453,0.9107142857142857,0.8967983561008608,1,1,1
non_114,real_non_duplicate,none,0,0.25531914893617025,0.0,0.25531914893617025,0.2978723404255319,0.0,0.2978723404255319,0.282582953125,0,0,0
non_1381,real_non_duplicate,none,0,0.31818181818181823,0.0,0.31818181818181823,0.2222222222222222,0.0,0.2222222222222222,0.006291278141519765,0,0,0
dup_964,synthetic_duplicate,case,0,0.95,0.4,0.95,0.9444444444444444,0.375,0.9444444444444444,0.9667886842125929,1,1,1
non_1234,real_non_duplicate,none,0,0.35820895522388063,0.0,0.35820895522388063,0.55,0.14285714285714285,0.55,0.14226840603692037,0,1,0
non_1211,real_non_duplicate,none,0,0.27722772277227725,0.0,0.27722772277227725,0.21052631578947367,0.0,0.21052631578947367,0.4828244855967079,0,0,0
dup_1226,synthetic_duplicate,word_drop,0,1.0,1.0,1.0,0.8411214953271028,0.2,0.8411214953271028,0.9601003564798027,1,1,1
dup_569,synthetic_duplicate,"abbreviation,word_order,word_drop",0,0.7878787878787878,0.17647058823529413,0.7878787878787878,0.6451612903225806,0.2,0.6451612903225806,0.95447664010699,1,1,1
dup_652,synthetic_duplicate,word_drop,0,0.6153846153846154,0.0,0.6153846153846154,0.7391304347826086,0.0,0.7391304347826086,0.9746091553936688,1,1,1
non_786,real_non_duplicate,none,0,0.2191780821917808,0.0,0.2191780821917808,0.24675324675324672,0.0,0.24675324675324672,0.028166487999781976,0,0,0
dup_371,synthetic_duplicate,"word_drop,word_order,abbreviation",0,0.6382978723404256,0.8,0.6382978723404256,0.6296296296296297,0.1,0.6296296296296297,0.855466547695465,1,1,1
non_209,real_non_duplicate,none,0,0.326530612244898,0.0,0.326530612244898,0.18705035971223016,0.0,0.18705035971223016,0.29799152482269503,0,0,0
dup_1770,synthetic_duplicate,"case,abbreviation",0,0.967741935483871,0.4,0.967741935483871,0.9009009009009009,0.21428571428571427,0.9009009009009009,0.9683428835710105,1,1,1
non_820,real_non_duplicate,none,0,0.2075471698113207,0.0,0.2075471698113207,0.17021276595744683,0.0,0.17021276595744683,0.012143341111552493,0,0,0
non_1855,real_non_duplicate,none,0,0.28915662650602414,0.0,0.28915662650602414,0.30508474576271183,0.0,0.30508474576271183,0.11845166666666666,0,0,0
non_703,real_non_duplicate,none,0,0.3414634146341463,0.2,0.3414634146341463,0.5,0.0,0.5,0.9972420315386469,0,0,0
dup_470,synthetic_duplicate,"case,abbreviation,word_drop",1,0.7428571428571429,0.0,0.7428571428571429,0.7964601769911505,0.0,0.7964601769911505,0.8536463424069449,0,1,1
dup_1557,synthetic_duplicate,"abbreviation,encoding,word_order",0,0.9285714285714286,0.3333333333333333,0.9285714285714286,0.7619047619047619,1.0,0.7619047619047619,0.9677784956685924,1,1,1
dup_1649,synthetic_duplicate,encoding,0,1.0,1.0,1.0,0.9361702127659575,0.5,0.9361702127659575,0.9219917306104108,1,1,1
non_1578,real_non_duplicate,none,0,0.3571428571428571,0.0,0.3571428571428571,0.34615384615384615,0.0,0.34615384615384615,6.246476986979344e-06,1,0,0
non_1812,real_non_duplicate,none,0,0.34042553191489366,0.08333333333333333,0.34042553191489366,0.38095238095238093,0.0,0.38095238095238093,0.15128944121196666,0,0,0
dup_21,synthetic_duplicate,encoding,0,0.8535031847133758,0.14285714285714285,0.8535031847133758,0.8686868686868687,0.0,0.8686868686868687,0.8918481581956125,1,1,1
non_1729,real_non_duplicate,none,0,0.33333333333333337,0.0,0.33333333333333337,0.2702702702702703,0.0,0.2702702702702703,0.2478379959944288,0,0,0
dup_446,synthetic_duplicate,word_order,0,0.8712871287128713,0.3333333333333333,0.8712871287128713,0.9090909090909091,0.3333333333333333,0.9090909090909091,0.8727524188024132,1,1,1
dup_818,synthetic_duplicate,"word_order,abbreviation",0,1.0,1.0,1.0,0.7083333333333333,0.42857142857142855,0.7083333333333333,0.8664284916466094,1,1,1
dup_1206,synthetic_duplicate,"word_drop,abbreviation,word_order",0,0.762589928057554,0.6666666666666666,0.762589928057554,0.6229508196721312,0.3,0.6229508196721312,0.9249647972812228,1,1,1
dup_1751,synthetic_duplicate,case,0,1.0,1.0,1.0,0.8,0.25,0.8,0.9895179968370932,1,1,1
non_1888,real_non_duplicate,none,0,0.24691358024691357,0.0,0.24691358024691357,0.3157894736842105,0.0,0.3157894736842105,0.002776713561867616,0,0,0
non_1816,real_non_duplicate,none,0,0.2068965517241379,0.0,0.2068965517241379,0.30000000000000004,0.0,0.30000000000000004,0.05685933996123968,0,0,0
non_1412,real_non_duplicate,none,0,0.053333333333333344,0.0,0.053333333333333344,0.07407407407407407,0.0,0.07407407407407407,0.002562789772271483,0,0,0
non_223,real_non_duplicate,none,0,0.03508771929824561,0.0,0.03508771929824561,0.09090909090909094,0.0,0.09090909090909094,0.37242594936708856,0,0,0
dup_1993,synthetic_duplicate,case,0,1.0,1.0,1.0,0.8648648648648649,0.3333333333333333,0.8648648648648649,0.967990916945989,1,1,1
dup_801,synthetic_duplicate,case,0,1.0,1.0,1.0,0.9285714285714286,0.42857142857142855,0.9285714285714286,0.8957617128742784,1,1,1
non_1843,real_non_duplicate,none,0,0.2222222222222222,0.0,0.2222222222222222,0.2727272727272727,0.0,0.2727272727272727,0.007028445370459959,0,0,0
non_1973,real_non_duplicate,none,0,0.32258064516129037,0.0,0.32258064516129037,0.42105263157894735,0.0,0.42105263157894735,1.0076314580687167e-08,0,0,0
non_443,real_non_duplicate,none,0,0.3448275862068966,0.058823529411764705,0.3448275862068966,0.5714285714285714,0.25,0.5714285714285714,0.2033263803230476,0,1,0
non_1691,real_non_duplicate,none,0,0.18604651162790697,0.0,0.18604651162790697,0.26315789473684215,0.0,0.26315789473684215,0.9494764427483287,0,0,0
dup_1705,synthetic_duplicate,"word_order,abbreviation,case",0,1.0,1.0,1.0,0.6031746031746033,0.0,0.6031746031746033,0.981853506589873,1,1,1
dup_1468,synthetic_duplicate,case,0,0.5529953917050692,0.0,0.5529953917050692,0.5283018867924528,0.0,0.5283018867924528,0.9720723882168611,1,1,1
dup_579,synthetic_duplicate,"word_drop,word_order",0,0.7037037037037037,0.75,0.7037037037037037,0.8057971014492753,0.4230769230769231,0.8057971014492753,0.9274733164896874,1,1,1
dup_62,synthetic_duplicate,"abbreviation,case",0,0.9514563106796117,0.5263157894736842,0.9514563106796117,0.8656716417910448,0.3333333333333333,0.8656716417910448,0.9102317996314807,1,1,1
dup_80,synthetic_duplicate,word_drop,0,1.0,1.0,1.0,0.8431372549019608,0.23076923076923078,0.8431372549019608,0.9017693390882463,1,1,1
non_1591,real_non_duplicate,none,0,0.2894736842105263,0.0,0.2894736842105263,0.125,0.0,0.125,0.006101702872088589,0,0,0
dup_1163,synthetic_duplicate,"case,encoding",0,1.0,1.0,1.0,0.926829268292683,0.25,0.926829268292683,0.9505356562777425,1,1,1
non_749,real_non_duplicate,none,0,0.3013698630136986,0.0,0.3013698630136986,0.2222222222222222,0.0,0.2222222222222222,2.8850634127705927e-09,0,0,0
dup_1801,synthetic_duplicate,"case,encoding,word_drop",0,1.0,1.0,1.0,0.6923076923076923,0.14285714285714285,0.6923076923076923,0.8795458296666143,1,1,1
dup_1467,synthetic_duplicate,word_drop,0,0.847457627118644,0.3333333333333333,0.847457627118644,0.6666666666666667,0.2,0.6666666666666667,0.8747741128909942,1,1,1
non_1140,real_non_duplicate,none,0,0.3296703296703297,0.0,0.3296703296703297,0.24390243902439024,0.0,0.24390243902439024,0.0017501518787747103,0,1,0
non_1296,real_non_duplicate,none,0,0.3855421686746988,0.09090909090909091,0.3855421686746988,0.2727272727272727,0.0,0.2727272727272727,0.5383878993763941,0,0,0
dup_38,synthetic_duplicate,"encoding,word_drop",0,0.847457627118644,0.8,0.847457627118644,0.7586206896551724,0.6666666666666666,0.7586206896551724,0.9476248611496703,1,1,1
dup_1673,synthetic_duplicate,"word_drop,abbreviation,encoding",0,0.75,0.0,0.75,0.48888888888888893,0.0,0.48888888888888893,0.9005625757413948,1,1,1
dup_501,synthetic_duplicate,"word_drop,case",0,1.0,1.0,1.0,0.7863247863247863,0.23076923076923078,0.7863247863247863,0.9892870991350329,1,1,1
dup_664,synthetic_duplicate,"word_order,case",1,0.6923076923076923,0.1111111111111111,0.6923076923076923,0.9090909090909091,0.3333333333333333,0.9090909090909091,0.8805347417861211,0,1,1
dup_1512,synthetic_duplicate,"abbreviation,word_drop,encoding",0,1.0,1.0,1.0,0.76,0.375,0.76,0.9385820770207541,1,1,1
non_149,real_non_duplicate,none,0,0.6440677966101696,0.3333333333333333,0.6440677966101696,0.196078431372549,0.0,0.196078431372549,0.01499246562319682,0,1,0
non_1845,real_non_duplicate,none,0,0.4,0.14285714285714285,0.4,0.2094240837696335,0.0,0.2094240837696335,4.776050970015952e-06,0,1,0
non_1191,real_non_duplicate,none,0,0.2471910112359551,0.0,0.2471910112359551,0.2941176470588235,0.0,0.2941176470588235,0.9444657545943504,0,0,0
dup_12,synthetic_duplicate,"word_drop,encoding,abbreviation",0,0.8,0.3076923076923077,0.8,0.7333333333333334,0.6666666666666666,0.7333333333333334,0.9093117956072096,1,1,1
dup_1380,synthetic_duplicate,encoding,0,1.0,1.0,1.0,0.9411764705882353,0.4,0.9411764705882353,0.9728712370537898,1,1,1
non_912,real_non_duplicate,none,0,0.20833333333333337,0.0,0.20833333333333337,0.42307692307692313,0.0,0.42307692307692313,0.007824704993231117,1,0,0
dup_478,synthetic_duplicate,"word_order,case",0,0.9243697478991597,0.5,0.9243697478991597,0.7272727272727273,0.3333333333333333,0.7272727272727273,0.8765849395544716,1,1,1
dup_1593,synthetic_duplicate,"encoding,abbreviation",0,1.0,1.0,1.0,0.7567567567567568,0.2727272727272727,0.7567567567567568,0.8885182868362376,1,1,1
non_1274,real_non_duplicate,none,0,0.2978723404255319,0.0,0.2978723404255319,0.25,0.0,0.25,0.08428979834202846,0,0,0
dup_1189,synthetic_duplicate,"abbreviation,word_drop",1,0.8686868686868687,0.08333333333333333,0.8686868686868687,0.8181818181818181,0.75,0.8181818181818181,0.9402890700840448,0,1,1
dup_1519,synthetic_duplicate,abbreviation,1,1.0,1.0,1.0,0.9456521739130435,0.4,0.9456521739130435,0.9230446889728896,0,1,1
dup_1195,synthetic_duplicate,word_drop,0,1.0,1.0,1.0,0.8,0.125,0.8,0.8637226101437538,1,1,1
non_1933,real_non_duplicate,none,0,0.5,0.2,0.5,0.1917808219178082,0.0,0.1917808219178082,0.1241410725046717,1,1,0
dup_971,synthetic_duplicate,"abbreviation,word_drop",0,0.6153846153846154,0.6666666666666666,0.6153846153846154,0.7096774193548387,0.6666666666666666,0.7096774193548387,0.9531967529856823,1,1,1
non_1863,real_non_duplicate,none,0,0.17948717948717952,0.0,0.17948717948717952,0.17721518987341767,0.0,0.17721518987341767,0.13379798464491363,0,0,0
non_1743,real_non_duplicate,none,0,0.4444444444444444,0.14285714285714285,0.4444444444444444,0.5306122448979591,0.2,0.5306122448979591,0.010618245290042475,0,1,0
non_1214,real_non_duplicate,none,0,0.016949152542372836,0.0,0.016949152542372836,0.07407407407407407,0.0,0.07407407407407407,0.0034917866394394547,0,0,0
dup_132,synthetic_duplicate,"word_drop,case,abbreviation",0,0.8529411764705882,0.5714285714285714,0.8529411764705882,0.6818181818181819,0.125,0.6818181818181819,0.8859596102001048,1,1,1
non_299,real_non_duplicate,none,0,0.303030303030303,0.0,0.303030303030303,0.4137931034482759,0.0,0.4137931034482759,0.07504791364522286,0,0,0
non_1354,real_non_duplicate,none,0,0.3529411764705882,0.07692307692307693,0.3529411764705882,0.3125,0.0,0.3125,0.7414162628140473,0,0,0
non_1219,real_non_duplicate,none,0,0.19354838709677424,0.0,0.19354838709677424,0.4444444444444444,0.0,0.4444444444444444,0.19195319028729513,0,1,0
dup_1379,synthetic_duplicate,"encoding,word_order",0,1.0,1.0,1.0,0.7906976744186046,0.2857142857142857,0.7906976744186046,0.9577700108199297,1,1,1
dup_713,synthetic_duplicate,"word_order,abbreviation,word_drop",0,0.8172043010752688,0.5,0.8172043010752688,0.36363636363636365,0.6666666666666666,0.36363636363636365,0.9735522742441806,1,1,1
non_766,real_non_duplicate,none,0,0.20952380952380956,0.0,0.20952380952380956,0.33333333333333337,0.0,0.33333333333333337,0.03870675996941802,0,0,0
dup_308,synthetic_duplicate,abbreviation,0,0.9090909090909091,0.6666666666666666,0.9090909090909091,0.8148148148148149,0.3333333333333333,0.8148148148148149,0.9186483102867286,1,1,1
dup_1671,synthetic_duplicate,"word_order,encoding,word_drop",0,1.0,1.0,1.0,0.7058823529411764,0.2,0.7058823529411764,0.964186988042974,1,1,1
non_434,real_non_duplicate,none,0,0.12121212121212122,0.0,0.12121212121212122,0.24242424242424243,0.0,0.24242424242424243,0.018802316925496623,0,0,0
dup_1361,synthetic_duplicate,"encoding,word_drop,case",0,1.0,1.0,1.0,0.7692307692307692,0.6,0.7692307692307692,0.889910107261466,1,1,1
dup_1353,synthetic_duplicate,"word_drop,word_order,encoding",0,1.0,1.0,1.0,0.4444444444444444,0.16666666666666666,0.4444444444444444,0.9815846257568772,1,1,1
dup_1902,synthetic_duplicate,"case,word_order",0,1.0,1.0,1.0,0.8205128205128205,0.125,0.8205128205128205,0.8515688840628738,1,1,1
non_1622,real_non_duplicate,none,0,0.2857142857142857,0.0,0.2857142857142857,0.37037037037037035,0.0,0.37037037037037035,0.22390663760041152,0,0,0
dup_1797,synthetic_duplicate,"abbreviation,encoding",0,0.8433734939759037,0.16666666666666666,0.8433734939759037,0.9230769230769231,0.3333333333333333,0.9230769230769231,0.939057941361269,1,1,1
non_909,real_non_duplicate,none,0,0.2731707317073171,0.0,0.2731707317073171,0.15873015873015872,0.0,0.15873015873015872,0.02487967535905409,0,0,0
non_1500,real_non_duplicate,none,0,0.19047619047619047,0.0,0.19047619047619047,0.3571428571428571,0.0,0.3571428571428571,0.0003914082137106106,0,0,0
dup_223,synthetic_duplicate,"word_drop,word_order,abbreviation",1,1.0,1.0,1.0,0.5714285714285714,0.3333333333333333,0.5714285714285714,0.96031474091783,0,1,1
non_1620,real_non_duplicate,none,0,0.38,0.08333333333333333,0.38,0.2295081967213115,0.0,0.2295081967213115,0.5946941765923378,0,1,0
dup_448,synthetic_duplicate,"abbreviation,word_drop",0,0.9191919191919192,0.5555555555555556,0.9191919191919192,0.8703703703703703,0.16666666666666666,0.8703703703703703,0.9628778756592746,1,1,1
non_763,real_non_duplicate,none,0,0.24096385542168675,0.0,0.24096385542168675,0.30000000000000004,0.0,0.30000000000000004,1.9049756830009633e-05,0,0,0
non_979,real_non_duplicate,none,0,0.3065693430656934,0.0,0.3065693430656934,0.033333333333333326,0.0,0.033333333333333326,0.003968829412520889,0,0,0
dup_181,synthetic_duplicate,"case,abbreviation",0,1.0,1.0,1.0,0.9301075268817205,0.4482758620689655,0.9301075268817205,0.8840420563721767,1,1,1
dup_1962,synthetic_duplicate,"word_order,case,encoding",0,0.8,0.2,0.8,0.6363636363636364,0.25,0.6363636363636364,0.9729714669088865,1,1,1
dup_1515,synthetic_duplicate,"abbreviation,word_order,word_drop",0,0.7241379310344828,0.8333333333333334,0.7241379310344828,0.6229508196721312,0.6666666666666666,0.6229508196721312,0.9087333957050638,1,1,1
non_923,real_non_duplicate,none,0,0.37209302325581395,0.0,0.37209302325581395,0.23809523809523814,0.0,0.23809523809523814,0.13575909974907782,0,0,0
non_1151,real_non_duplicate,none,0,0.1875,0.0,0.1875,0.2790697674418605,0.0,0.2790697674418605,0.06170520833333333,0,0,0
non_1925,real_non_duplicate,none,0,0.25225225225225223,0.0,0.25225225225225223,0.12765957446808507,0.0,0.12765957446808507,0.5309254448382905,0,0,0
non_554,real_non_duplicate,none,0,0.1454545454545455,0.0,0.1454545454545455,0.30000000000000004,0.0,0.30000000000000004,2.1576369560057823e-08,0,0,0
non_483,real_non_duplicate,none,0,0.34782608695652173,0.0,0.34782608695652173,0.2727272727272727,0.0,0.2727272727272727,0.29907471905024574,0,0,0
dup_1639,synthetic_duplicate,"word_drop,word_order",0,1.0,1.0,1.0,0.3571428571428571,0.2,0.3571428571428571,0.8712736329691332,1,1,1
non_904,real_non_duplicate,none,0,0.36363636363636365,0.0,0.36363636363636365,0.08333333333333337,0.0,0.08333333333333337,0.13239671516713203,0,0,0
non_1839,real_non_duplicate,none,0,0.34615384615384615,0.0,0.34615384615384615,0.22857142857142854,0.0,0.22857142857142854,0.07982851566130682,0,0,0
non_1073,real_non_duplicate,none,0,0.11111111111111116,0.0,0.11111111111111116,0.36363636363636365,0.14285714285714285,0.36363636363636365,1.2697853364018611e-07,0,1,0
